warning_id,project_id,canonical_project_id,warning_type,severity,trigger_value,trigger_description,recommended_action
705253-PROGRESS_STAGNATION,705253,705253,PROGRESS_STAGNATION,HIGH,0.003333333333335,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705253-EXPENDITURE_PROGRESS_DIVERGENCE,705253,705253,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,96.068256527322,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705253-ANOMALOUS_TRAJECTORY,705253,705253,ANOMALOUS_TRAJECTORY,MEDIUM,0.004962916816197094,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705298-PROGRESS_STAGNATION,705298,705298,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705356-PROGRESS_DETERIORATION,705356,705356,PROGRESS_DETERIORATION,CRITICAL,-1.6666666666666667,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705356-COST_ESCALATION,705356,705356,COST_ESCALATION,HIGH,134.07847416166732,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705356-ANOMALOUS_TRAJECTORY,705356,705356,ANOMALOUS_TRAJECTORY,MEDIUM,0.012517450898283544,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705357-PROGRESS_STAGNATION,705357,705357,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705357-COST_ESCALATION,705357,705357,COST_ESCALATION,HIGH,1192.966493356441,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705357-ANOMALOUS_TRAJECTORY,705357,705357,ANOMALOUS_TRAJECTORY,MEDIUM,0.10034917967997137,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705358-COST_ESCALATION,705358,705358,COST_ESCALATION,HIGH,64.0817510548523,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705359-PROGRESS_STAGNATION,705359,705359,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705359-COST_ESCALATION,705359,705359,COST_ESCALATION,HIGH,135.83195020746888,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705362-PROGRESS_STAGNATION,705362,705362,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705364-PROGRESS_STAGNATION,705364,705364,PROGRESS_STAGNATION,HIGH,0.0333333333333338,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705366-PROGRESS_DETERIORATION,705366,705366,PROGRESS_DETERIORATION,CRITICAL,-0.4333333333333324,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705366-COST_ESCALATION,705366,705366,COST_ESCALATION,HIGH,93.09772617319788,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705368-PROGRESS_DETERIORATION,705368,705368,PROGRESS_DETERIORATION,CRITICAL,-2.2333333333333343,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705368-EXPENDITURE_PROGRESS_DIVERGENCE,705368,705368,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,41.67719043894623,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705368-COST_ESCALATION,705368,705368,COST_ESCALATION,HIGH,63.305295950155774,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705368-ANOMALOUS_TRAJECTORY,705368,705368,ANOMALOUS_TRAJECTORY,MEDIUM,0.019128193925443293,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705373-PROGRESS_DETERIORATION,705373,705373,PROGRESS_DETERIORATION,CRITICAL,-1.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705373-COST_ESCALATION,705373,705373,COST_ESCALATION,HIGH,121.27291242362526,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705375-PROGRESS_DETERIORATION,705375,705375,PROGRESS_DETERIORATION,CRITICAL,-1.8333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705375-COST_ESCALATION,705375,705375,COST_ESCALATION,HIGH,49.63899138991391,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705385-PROGRESS_DETERIORATION,705385,705385,PROGRESS_DETERIORATION,CRITICAL,-7.266666666666666,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705385-EXPENDITURE_PROGRESS_DIVERGENCE,705385,705385,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,25.754713138277992,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705385-ANOMALOUS_TRAJECTORY,705385,705385,ANOMALOUS_TRAJECTORY,MEDIUM,0.02664220200165024,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705391-COST_ESCALATION,705391,705391,COST_ESCALATION,HIGH,52.80318369056762,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705392-COST_ESCALATION,705392,705392,COST_ESCALATION,HIGH,129.77982890589823,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705396-DATA_QUALITY_REVIEW,705396,705396,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705401-PROGRESS_DETERIORATION,705401,705401,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705401-COST_ESCALATION,705401,705401,COST_ESCALATION,HIGH,206.77011494252872,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705401-ANOMALOUS_TRAJECTORY,705401,705401,ANOMALOUS_TRAJECTORY,MEDIUM,0.021633201777747135,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705410-PROGRESS_STAGNATION,705410,705410,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705410-COST_ESCALATION,705410,705410,COST_ESCALATION,HIGH,101.98959365708622,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705419-PROGRESS_DETERIORATION,705419,705419,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705432-PROGRESS_DETERIORATION,705432,705432,PROGRESS_DETERIORATION,CRITICAL,-4.333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705432-COST_ESCALATION,705432,705432,COST_ESCALATION,HIGH,49.48647962422241,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705433-PROGRESS_STAGNATION,705433,705433,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705436-PROGRESS_STAGNATION,705436,705436,PROGRESS_STAGNATION,HIGH,0.0066666666666665,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705437-PROGRESS_STAGNATION,705437,705437,PROGRESS_STAGNATION,HIGH,0.0066666666666653,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705444-COST_ESCALATION,705444,705444,COST_ESCALATION,HIGH,49.86961770623744,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705450-PROGRESS_STAGNATION,705450,705450,PROGRESS_STAGNATION,HIGH,0.0799999999999983,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705453-COST_ESCALATION,705453,705453,COST_ESCALATION,HIGH,1921.0121253316377,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705453-ANOMALOUS_TRAJECTORY,705453,705453,ANOMALOUS_TRAJECTORY,HIGH,0.12124115969694749,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705454-PROGRESS_DETERIORATION,705454,705454,PROGRESS_DETERIORATION,CRITICAL,-7.433333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705454-EXPENDITURE_PROGRESS_DIVERGENCE,705454,705454,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,35.04592079853535,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705454-ANOMALOUS_TRAJECTORY,705454,705454,ANOMALOUS_TRAJECTORY,MEDIUM,0.018339089691956023,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705457-PROGRESS_DETERIORATION,705457,705457,PROGRESS_DETERIORATION,CRITICAL,-2.6666666666666665,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705457-COST_ESCALATION,705457,705457,COST_ESCALATION,HIGH,703.8925283018867,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705457-ANOMALOUS_TRAJECTORY,705457,705457,ANOMALOUS_TRAJECTORY,HIGH,0.12575347872236253,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705458-PROGRESS_DETERIORATION,705458,705458,PROGRESS_DETERIORATION,CRITICAL,-3.6666666666666665,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705458-EXPENDITURE_PROGRESS_DIVERGENCE,705458,705458,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,46.41317347572088,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705458-COST_ESCALATION,705458,705458,COST_ESCALATION,HIGH,109.77721749194016,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705458-ANOMALOUS_TRAJECTORY,705458,705458,ANOMALOUS_TRAJECTORY,MEDIUM,0.07083748140454382,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705464-DATA_QUALITY_REVIEW,705464,705464,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705480-PROGRESS_DETERIORATION,705480,705480,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705481-COST_ESCALATION,705481,705481,COST_ESCALATION,HIGH,67.37335092348286,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705482-PROGRESS_STAGNATION,705482,705482,PROGRESS_STAGNATION,HIGH,0.2333333333333342,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705489-COST_ESCALATION,705489,705489,COST_ESCALATION,HIGH,241.4179538765941,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705489-ANOMALOUS_TRAJECTORY,705489,705489,ANOMALOUS_TRAJECTORY,MEDIUM,0.05842674902270706,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705490-PROGRESS_STAGNATION,705490,705490,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705490-EXPENDITURE_PROGRESS_DIVERGENCE,705490,705490,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,26.39410114580295,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705491-PROGRESS_DETERIORATION,705491,705491,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705491-COST_ESCALATION,705491,705491,COST_ESCALATION,HIGH,69.06734006734007,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705492-PROGRESS_DETERIORATION,705492,705492,PROGRESS_DETERIORATION,CRITICAL,-0.4000000000000009,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705493-EXPENDITURE_PROGRESS_DIVERGENCE,705493,705493,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,24.933998349958745,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705493-ANOMALOUS_TRAJECTORY,705493,705493,ANOMALOUS_TRAJECTORY,MEDIUM,0.007536915774977948,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705494-PROGRESS_DETERIORATION,705494,705494,PROGRESS_DETERIORATION,CRITICAL,-2.333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705494-COST_ESCALATION,705494,705494,COST_ESCALATION,HIGH,84.77564102564102,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705495-PROGRESS_DETERIORATION,705495,705495,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705497-PROGRESS_STAGNATION,705497,705497,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705497-EXPENDITURE_PROGRESS_DIVERGENCE,705497,705497,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,53.55424753578173,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705498-PROGRESS_STAGNATION,705498,705498,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705498-COST_ESCALATION,705498,705498,COST_ESCALATION,HIGH,76.00171524423313,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705500-PROGRESS_STAGNATION,705500,705500,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705500-COST_ESCALATION,705500,705500,COST_ESCALATION,HIGH,66.57160845894596,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705502-PROGRESS_DETERIORATION,705502,705502,PROGRESS_DETERIORATION,CRITICAL,-4.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705502-COST_ESCALATION,705502,705502,COST_ESCALATION,HIGH,87.98818533710786,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705503-DATA_QUALITY_REVIEW,705503,705503,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705504-COST_ESCALATION,705504,705504,COST_ESCALATION,HIGH,70.79667702892945,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705505-PROGRESS_STAGNATION,705505,705505,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705505-COST_ESCALATION,705505,705505,COST_ESCALATION,HIGH,87.25448702876399,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705506-PROGRESS_STAGNATION,705506,705506,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705506-COST_ESCALATION,705506,705506,COST_ESCALATION,HIGH,80.64840217937322,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705507-PROGRESS_STAGNATION,705507,705507,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705507-EXPENDITURE_PROGRESS_DIVERGENCE,705507,705507,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,36.26747541088139,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705510-PROGRESS_DETERIORATION,705510,705510,PROGRESS_DETERIORATION,CRITICAL,-2.6666666666666665,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705511-PROGRESS_DETERIORATION,705511,705511,PROGRESS_DETERIORATION,CRITICAL,-1.4866666666666646,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705513-PROGRESS_DETERIORATION,705513,705513,PROGRESS_DETERIORATION,CRITICAL,-6.199999999999998,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705513-EXPENDITURE_PROGRESS_DIVERGENCE,705513,705513,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,29.02540441967857,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705513-ANOMALOUS_TRAJECTORY,705513,705513,ANOMALOUS_TRAJECTORY,MEDIUM,0.0007915636197669551,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705514-PROGRESS_DETERIORATION,705514,705514,PROGRESS_DETERIORATION,CRITICAL,-11.333333333333334,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705514-EXPENDITURE_PROGRESS_DIVERGENCE,705514,705514,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,56.69491890494756,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705514-ANOMALOUS_TRAJECTORY,705514,705514,ANOMALOUS_TRAJECTORY,MEDIUM,0.0769360213662077,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705515-PROGRESS_DETERIORATION,705515,705515,PROGRESS_DETERIORATION,CRITICAL,-1.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705515-COST_ESCALATION,705515,705515,COST_ESCALATION,HIGH,158.7212276214834,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705526-PROGRESS_DETERIORATION,705526,705526,PROGRESS_DETERIORATION,CRITICAL,-1.6666666666666667,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705526-COST_ESCALATION,705526,705526,COST_ESCALATION,HIGH,87.58381502890172,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705527-PROGRESS_DETERIORATION,705527,705527,PROGRESS_DETERIORATION,CRITICAL,-0.5999999999999991,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705528-PROGRESS_STAGNATION,705528,705528,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705562-PROGRESS_DETERIORATION,705562,705562,PROGRESS_DETERIORATION,CRITICAL,-0.3000000000000019,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705572-PROGRESS_DETERIORATION,705572,705572,PROGRESS_DETERIORATION,CRITICAL,-1.3766666666666652,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705583-PROGRESS_STAGNATION,705583,705583,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705583-EXPENDITURE_PROGRESS_DIVERGENCE,705583,705583,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,33.08936000455918,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705588-COST_ESCALATION,705588,705588,COST_ESCALATION,HIGH,111.74930747922436,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705588-ANOMALOUS_TRAJECTORY,705588,705588,ANOMALOUS_TRAJECTORY,MEDIUM,0.009833757959721912,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705610-PROGRESS_DETERIORATION,705610,705610,PROGRESS_DETERIORATION,CRITICAL,-13.01,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705610-COST_ESCALATION,705610,705610,COST_ESCALATION,HIGH,181.7019867549669,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705610-ANOMALOUS_TRAJECTORY,705610,705610,ANOMALOUS_TRAJECTORY,HIGH,0.12470970052599673,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705612-PROGRESS_STAGNATION,705612,705612,PROGRESS_STAGNATION,HIGH,0.0066666666666653,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705613-PROGRESS_STAGNATION,705613,705613,PROGRESS_STAGNATION,HIGH,0.0666666666666676,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705616-PROGRESS_DETERIORATION,705616,705616,PROGRESS_DETERIORATION,CRITICAL,-3.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705617-PROGRESS_DETERIORATION,705617,705617,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705632-PROGRESS_DETERIORATION,705632,705632,PROGRESS_DETERIORATION,CRITICAL,-1.6700000000000017,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705633-PROGRESS_STAGNATION,705633,705633,PROGRESS_STAGNATION,HIGH,0.0166666666666657,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705635-EXPENDITURE_PROGRESS_DIVERGENCE,705635,705635,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,27.09201019693828,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705635-COST_ESCALATION,705635,705635,COST_ESCALATION,HIGH,164.34706703910612,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705635-ANOMALOUS_TRAJECTORY,705635,705635,ANOMALOUS_TRAJECTORY,MEDIUM,0.03177667418126684,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705638-PROGRESS_DETERIORATION,705638,705638,PROGRESS_DETERIORATION,CRITICAL,-0.1666666666666666,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705639-PROGRESS_STAGNATION,705639,705639,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705648-PROGRESS_STAGNATION,705648,705648,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705650-PROGRESS_STAGNATION,705650,705650,PROGRESS_STAGNATION,HIGH,0.003333333333335,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705651-DATA_QUALITY_REVIEW,705651,705651,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705660-PROGRESS_STAGNATION,705660,705660,PROGRESS_STAGNATION,HIGH,0.0833333333333333,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705661-PROGRESS_DETERIORATION,705661,705661,PROGRESS_DETERIORATION,CRITICAL,-3.6666666666666665,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705661-COST_ESCALATION,705661,705661,COST_ESCALATION,HIGH,84.2948717948718,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705662-DATA_QUALITY_REVIEW,705662,705662,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705663-PROGRESS_DETERIORATION,705663,705663,PROGRESS_DETERIORATION,CRITICAL,-5.166666666666667,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705667-PROGRESS_DETERIORATION,705667,705667,PROGRESS_DETERIORATION,CRITICAL,-0.4933333333333347,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705668-PROGRESS_STAGNATION,705668,705668,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705728-EXPENDITURE_PROGRESS_DIVERGENCE,705728,705728,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,22.06860185185185,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705730-PROGRESS_STAGNATION,705730,705730,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705735-EXPENDITURE_PROGRESS_DIVERGENCE,705735,705735,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,50.98694678585083,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705735-COST_ESCALATION,705735,705735,COST_ESCALATION,HIGH,82.10118021482562,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705735-ANOMALOUS_TRAJECTORY,705735,705735,ANOMALOUS_TRAJECTORY,MEDIUM,0.03733485909561318,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705741-PROGRESS_DETERIORATION,705741,705741,PROGRESS_DETERIORATION,CRITICAL,-0.3233333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705742-PROGRESS_DETERIORATION,705742,705742,PROGRESS_DETERIORATION,CRITICAL,-5.7,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705742-EXPENDITURE_PROGRESS_DIVERGENCE,705742,705742,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,25.428888395828714,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705742-ANOMALOUS_TRAJECTORY,705742,705742,ANOMALOUS_TRAJECTORY,MEDIUM,0.02587925656092488,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
705747-DATA_QUALITY_REVIEW,705747,705747,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705761-PROGRESS_STAGNATION,705761,705761,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705762-DATA_QUALITY_REVIEW,705762,705762,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705764-PROGRESS_STAGNATION,705764,705764,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705764-COST_ESCALATION,705764,705764,COST_ESCALATION,HIGH,80.94343434343433,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
705765-PROGRESS_DETERIORATION,705765,705765,PROGRESS_DETERIORATION,CRITICAL,-0.5,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705766-PROGRESS_DETERIORATION,705766,705766,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705777-EXPENDITURE_PROGRESS_DIVERGENCE,705777,705777,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,47.697737628907184,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705780-PROGRESS_DETERIORATION,705780,705780,PROGRESS_DETERIORATION,CRITICAL,-0.8333333333333334,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
705782-PROGRESS_STAGNATION,705782,705782,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
705785-EXPENDITURE_PROGRESS_DIVERGENCE,705785,705785,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,58.91005291005291,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
705789-DATA_QUALITY_REVIEW,705789,705789,DATA_QUALITY_REVIEW,LOW,24.3,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
705793-PROGRESS_STAGNATION,705793,705793,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
